LinearRegressionModelActivity=0.0194*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0018*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.174*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-2.8346,3,0.80719,0.70719,0.50012,1.13393,3.29459,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0172*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0014*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0676*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+-1.968,3,0.80321,0.67730,0.45874,1.17432,1.49200,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.0017*N1_Q_AB_nCi_2_NS1_T_KA_r_MAS+0.0191*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0008*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1642*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-2.5067,4,0.79756,0.65912,0.43444,1.16915,2.16077,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N1_Q_AB_nCi_2_NS1_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0001*N1_Q_AB_nCi_2_NS1_T_KA_v_MAS+0.0205*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0001*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1145*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-1.4994,4,0.80593,0.67200,0.45159,1.13914,1.79104,[N1_Q_AB_nCi_2_NS1_T_KA_v_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=-1.2145*N3_Q_AB_nCi_2_NS0_T_KA_e_MAS+0.0191*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+-0*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.755*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+5.34,4,0.81026,-0.68508,0.46934,1.10818,702.50471,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N3_Q_AB_nCi_2_NS0_T_KA_e_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0052*N2_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0186*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0008*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1892*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-3.569,4,0.79480,0.70333,0.49467,1.16760,3.63583,[N2_Q_AB_nCi_2_NS0_T_KA_p_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0025*N2_Q_AB_nCi_2_NS1_T_KA_p_MAS+0.0205*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0002*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.2071*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-4.1273,4,0.78490,0.68998,0.47608,1.19677,3.09859,[N2_Q_AB_nCi_2_NS1_T_KA_p_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0004*N3_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0193*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0017*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1749*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-2.8819,4,0.79304,0.71146,0.50618,1.17435,2.96588,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.001*N1_Q_AB_nCi_2_NS1_T_KA_p_MAS+0.0234*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+-0.0016*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1995*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-3.4842,4,0.80165,0.68268,0.46605,1.16104,3.63750,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N1_Q_AB_nCi_2_NS1_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0201*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0004*N3_Q_AB_nCi_2_NS1_T_KA_v_MAS+0.0012*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1718*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-3.5071,4,0.80178,0.70227,0.49318,1.15637,3.86941,[N3_Q_AB_nCi_2_NS1_T_KA_v_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0189*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+-0.0106*N3_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.0018*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1809*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-2.5325,4,0.80149,0.70725,0.50020,1.15874,3.24510,[N3_Q_AB_nCi_2_NS1_T_KA_e_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0124*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0041*N1_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0011*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.1571*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-2.2593,4,0.79572,0.66554,0.44294,1.16595,4.50692,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N1_Q_AB_nCi_2_NS0_T_KA_r_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0124*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0032*N2_Q_AB_nCi_2_NS0_T_KA_v_MAS+0.0001*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0619*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-3.3228,4,0.80197,0.61883,0.38295,1.11299,9.28994,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS  N2_Q_AB_nCi_2_NS0_T_KA_v_MAS]
LinearRegressionModelActivity=0.0212*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0005*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0004*N2_Q_AB_nCi_2_NS1_T_KA_v_MAS+0.1595*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+-3.5194,4,0.80350,0.70880,0.50240,1.14528,3.35992,[N2_Q_AB_nCi_2_NS1_T_KA_v_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
